Attraction,City
Santa Maria La Nova - Cattedrale di Caltanissetta,"Sicily, Italy"
Parco Archeologico della Neapolis,"Sicily, Italy"
Dalusa Beach,"Sicily, Italy"
Chiesa di Santa Chiara,"Sicily, Italy"
Biblioteca Comunale Claudio Catalfio,"Sicily, Italy"
Castello di Lauria,"Sicily, Italy"
Santuario Di Sant'angelo,"Sicily, Italy"
Castello Utveggio,"Sicily, Italy"
Parrocchia Matrice S. Nicola di Bari Salemi,"Sicily, Italy"
Chiesa del Purgatorio,"Sicily, Italy"
Piazza Immacolata,"Sicily, Italy"
Duomo Di Nicosia,"Sicily, Italy"
I Faraglioni di Linosa,"Sicily, Italy"
Chiesa di San Francesco di Paola,"Sicily, Italy"
Tempio di Ercole,"Sicily, Italy"
Erice in Miniatura,"Sicily, Italy"
Spiaggia Praia,"Sicily, Italy"
La Cuba,"Sicily, Italy"
Gorghi Tondi Winery,"Sicily, Italy"
The Tower of Charles V,"Sicily, Italy"
Chiesa del Santissimo Crocifisso,"Sicily, Italy"
Lido di Noto,"Sicily, Italy"
Ufficio Turistico di Savoca,"Sicily, Italy"
San Giovanni Battista's Cathedral,"Sicily, Italy"
Pavone Francesco,"Sicily, Italy"
Basilica Collegiata,"Sicily, Italy"
Museo Civico di Niscemi,"Sicily, Italy"
Parco Letterario Salvatore Quasimodo,"Sicily, Italy"
Galleria Vittorio Emanuele III,"Sicily, Italy"
"Santuario di Nostra Signora di Lampedusa, Lampedusa","Sicily, Italy"
Castello di Adrano,"Sicily, Italy"
Piazza Vittorio Emanuele,"Sicily, Italy"
Villa Aragona Cuto,"Sicily, Italy"
Punta Megna,"Sicily, Italy"
Centro Commerciale Il Porto,"Sicily, Italy"
Cafè Blanc,"Sicily, Italy"
Spiaggia di Punta Lena,"Sicily, Italy"
Piazza della Repubblica,"Sicily, Italy"
Spiaggia di Portu Ntoni,"Sicily, Italy"
Palazzo degli Scolopi,"Sicily, Italy"
Real Casina di Caccia,"Sicily, Italy"
Cuba of Santa Domenica,"Sicily, Italy"
Museo Storico - Castello Nelson,"Sicily, Italy"
Oratorio di San Mercurio,"Sicily, Italy"
Portale di San Giorgio,"Sicily, Italy"
Colata Lavica 1992,"Sicily, Italy"
Archivio Storico Comunale,"Sicily, Italy"
Chiesa di San Filippo Apostolo,"Sicily, Italy"
Spiaggia Scalo Mandrie,"Sicily, Italy"
Via Roma,"Sicily, Italy"
Lido Playa Carratois,"Sicily, Italy"
Biblioteca Comunale Sant' Agostino,"Sicily, Italy"
Museo degli Arazzi Fiamminghi,"Sicily, Italy"
Lido La Loggia,"Sicily, Italy"
Isola dei Porri,"Sicily, Italy"
Centro Commerciale Poseidon,"Sicily, Italy"
Monastero Santa Lucia,"Sicily, Italy"
Chiesa di Sant'Agostino,"Sicily, Italy"
Chiesa di santa Maria del Monte,"Sicily, Italy"
"Chiesa di San'Angelo, detta della Batiella","Sicily, Italy"
Chiesa di San Pancrazio,"Sicily, Italy"
Via Vittorio Emanuele,"Sicily, Italy"
Museo del Carnevale di Sciacca,"Sicily, Italy"
Chiesa di Santa Maria La Nuova,"Sicily, Italy"
Monumento a Luigi Pirandello,"Sicily, Italy"
Chiesa Rupestre del Crocifisso,"Sicily, Italy"
Oratorio del SS. Sacramento,"Sicily, Italy"
Piazza Municipio,"Sicily, Italy"
Palazzo Bonocore,"Sicily, Italy"
Museo della Memoria,"Sicily, Italy"
Antico Lazzaretto di Trapani,"Sicily, Italy"
Spiaggia di San Giuliano,"Sicily, Italy"
Casa-Museo di Garibaldi,"Sicily, Italy"
Info Point Noto,"Sicily, Italy"
Studio d'Arte Michele Bono,"Sicily, Italy"
Grotta del Lauro,"Sicily, Italy"
MuMa Museo del Mare Milazzo,"Sicily, Italy"
Camera delle Meraviglie,"Sicily, Italy"
Castello di Chiaramonte,"Sicily, Italy"
Azienda Agricola Pupillo,"Sicily, Italy"
Spiaggia di Santa Margherita,"Sicily, Italy"
Collegio dei Gesuiti,"Sicily, Italy"
Osservatorio Astronomico di Montedoro,"Sicily, Italy"
Chiesa di San Domenico,"Sicily, Italy"
Scoglitti Porto,"Sicily, Italy"
Lido San Giuliano,"Sicily, Italy"
Riserva Naturale Orientata “Pino d’Aleppo”,"Sicily, Italy"
Lago Sartori (diga Ancipa),"Sicily, Italy"
Chiesa San Benedetto alla Badia,"Sicily, Italy"
Museo Archeologico della Badia,"Sicily, Italy"
Spiaggia di Agnone Bagni,"Sicily, Italy"
Forre laviche del Simeto,"Sicily, Italy"
Cala Fico,"Sicily, Italy"
Chiesa San Pietro e San Paolo,"Sicily, Italy"
Ipogeo Stagnone Pontillo,"Sicily, Italy"
Chiesa Sant'Antonio Abate,"Sicily, Italy"
VIVERA Etna Winery,"Sicily, Italy"
Torre Capitania,"Sicily, Italy"
La Postierla,"Sicily, Italy"
Campanile del Duomo di Messina,"Sicily, Italy"
Parco uditore,"Sicily, Italy"
Regaleali,"Sicily, Italy"
Chiesa Madonna del Carmine,"Sicily, Italy"
Ranch Capo Rama,"Sicily, Italy"
Palazzo Bonaventura,"Sicily, Italy"
La Fagianaia,"Sicily, Italy"
I Ruderi del Monastero del Santissimo Salvatore,"Sicily, Italy"
Fontana di Orione,"Sicily, Italy"
Grotta di Serracozzo,"Sicily, Italy"
Fonte Aretusa,"Sicily, Italy"
Archivio Storico Lampedusa,"Sicily, Italy"
Parco Comunale,"Sicily, Italy"
Basilica Collegiata Santuario Maria SS. dell'Elemosina,"Sicily, Italy"
Castello di Cammarata,"Sicily, Italy"
Faro di Punta Spadillo,"Sicily, Italy"
Faro di Capo Grecale,"Sicily, Italy"
Lido Golden Beach Taormina,"Sicily, Italy"
Chiesa del Purgatorio,"Sicily, Italy"
Riserva Naturale Regionale delle Isole dello Stagnone di Marsala,"Sicily, Italy"
Palazzo di Città,"Sicily, Italy"
Chiesa Madre Santa Maria Maggiore,"Sicily, Italy"
Centro Commerciale Katane,"Sicily, Italy"
Museo Naturalistico Regionale di Isolabella e Villa Caronia,"Sicily, Italy"
Laboratorio d'Arte Angela Tripi,"Sicily, Italy"
Chiesa Madre,"Sicily, Italy"
Piccolo Museo Della Moto,"Sicily, Italy"
Vecchio Ponte Romano,"Sicily, Italy"
Castello di Bauso,"Sicily, Italy"
Citta di Custonaci Ufficio Turistico,"Sicily, Italy"
Chiesa Madre Maria SS. Immacolata,"Sicily, Italy"
Osterio Magno,"Sicily, Italy"
Chiesa Madre,"Sicily, Italy"
Lipari Amphitheatre,"Sicily, Italy"
Eraclea Minoa,"Sicily, Italy"
Passeggiata a Mare di Messina,"Sicily, Italy"
Palazzo Villadorata,"Sicily, Italy"
Lido Playa Mignon,"Sicily, Italy"
Lido Greg,"Sicily, Italy"
Castello di Maredolce,"Sicily, Italy"
Museo Etneo Delle Migrazioni,"Sicily, Italy"
Grotta del bue marino,"Sicily, Italy"
Spiaggia La Tonnara,"Sicily, Italy"
Albergheria,"Sicily, Italy"
Cala Cinque Denti,"Sicily, Italy"
Museo Malacologico,"Sicily, Italy"
Quartiere Agliastrello,"Sicily, Italy"
Saint Biagio Church - Sant'Agata alla Fornace,"Sicily, Italy"
Piazza Vittorio Veneto,"Sicily, Italy"
Chiesa San Giorgio Martire,"Sicily, Italy"
Chiesetta Maria SS.della Pietà,"Sicily, Italy"
Galleria Adalberto Catanzaro,"Sicily, Italy"
Casa Natale di Luigi Pirandello,"Sicily, Italy"
Amat Palermo,"Sicily, Italy"
Piazza Mercato del Pesce,"Sicily, Italy"
Via Matteo Bonello,"Sicily, Italy"
Castle of Motta Sant'Anastasia,"Sicily, Italy"
Santuario Madonna delle Grazie,"Sicily, Italy"
Chiesa parrocchiale di Sant'Antonio di Padova,"Sicily, Italy"
Santuario di Maria Santissima di Valverde,"Sicily, Italy"
Catafurco Waterfalls,"Sicily, Italy"
Parrocchia Santa Petronilla,"Sicily, Italy"
Fondazione Istituto di Alta Cultura Orestiadi Onlus,"Sicily, Italy"
Chiesa di Sant'Antonio di Padova,"Sicily, Italy"
Porto di Sciacca,"Sicily, Italy"
Rocca di Novara,"Sicily, Italy"
Terra Constantino,"Sicily, Italy"
Tempio dei Dioscuri,"Sicily, Italy"
Castello Chiaramontano di Racalmuto,"Sicily, Italy"
Chiesa di Sant'Oliva,"Sicily, Italy"
Punta Faraglione,"Sicily, Italy"
Chiesa di Santa Maria delle Scale,"Sicily, Italy"
Castello dei Ventimiglia,"Sicily, Italy"
Tenute Adragna,"Sicily, Italy"
Museo del Palmento,"Sicily, Italy"
Casa Museo Luigi Capuana,"Sicily, Italy"
Museo del Vino e della Civilta' Contadina,"Sicily, Italy"
Museo Civico Antonio Collisani,"Sicily, Italy"
Chiesa del Collegio di Maria,"Sicily, Italy"
Centro Culturale Espositivo del Marmo,"Sicily, Italy"
Chiesa del Santissimo Crocifisso,"Sicily, Italy"
Chiesa Madre - Parrocchia Santa Maria delle Stelle,"Sicily, Italy"
Museo del Mare Uzzaredru,"Sicily, Italy"
Museo della Scienza e della Tecnologia,"Sicily, Italy"
Forti Garsia e Vittoria,"Sicily, Italy"
Spiaggia Lungomare Macchitella,"Sicily, Italy"
Chiesa Santa Maria Delle Grazie,"Sicily, Italy"
Cine Teatro Impero,"Sicily, Italy"
Parrocchia di Cristo Re,"Sicily, Italy"
Giardino Pantesco,"Sicily, Italy"
Castello Svevo di Gela,"Sicily, Italy"
Lido Monsone,"Sicily, Italy"
Eremo San Corrado fuori le Mura,"Sicily, Italy"
Spiaggia di Lazzaro,"Sicily, Italy"
Isola dei Conigli,"Sicily, Italy"
Riserva Naturale Integrale Complesso Immacolatelle e Micio Conti,"Sicily, Italy"
Spiaggia libera Capo Ali,"Sicily, Italy"
Sentiero del Mezzogiorno,"Sicily, Italy"
Teatro Biondo Stabile di Palermo,"Sicily, Italy"
Piazza Regina Margherita,"Sicily, Italy"
Via XI Maggio o il Cassaro,"Sicily, Italy"
Antica Farmacia Cartia,"Sicily, Italy"
Pro Loco Belpasso,"Sicily, Italy"
Chiesa di Santa Domenica (Batia),"Sicily, Italy"
Chiesa San Cataldo,"Sicily, Italy"
Ufficio Informazioni Turistiche,"Sicily, Italy"
Cappella Palatina - Cappella di Sant'Anna,"Sicily, Italy"
Oratorio della Carita' di San Pietro,"Sicily, Italy"
Piazza Castelnuovo,"Sicily, Italy"
Isla Blanca,"Sicily, Italy"
Santuario Sant'Anna,"Sicily, Italy"
Castello “Pentefur”,"Sicily, Italy"
Il Borgo della Magghia,"Sicily, Italy"
Santuario Maria SS. dell'Alto,"Sicily, Italy"
Art Gallery Marini & Pannuzzo,"Sicily, Italy"
Riserva Capo Feto,"Sicily, Italy"
Lido Arenella,"Sicily, Italy"
Parco Suburbano di Scafa,"Sicily, Italy"
Piazza Madrice,"Sicily, Italy"
Polo Tattile Multimediale,"Sicily, Italy"
Chiesetta Bizantina,"Sicily, Italy"
Cala Calandra,"Sicily, Italy"
Palmento Costanzo,"Sicily, Italy"
Chiesa Madre,"Sicily, Italy"
Teatro Nino Martoglio,"Sicily, Italy"
Palazzo Comunale Giorgio La Pira,"Sicily, Italy"
Museo della 500 sui Nebrodi,"Sicily, Italy"
Museo Etnoantropologico,"Sicily, Italy"
Convento dei Cappuccini,"Sicily, Italy"
Tenuta di Fessina,"Sicily, Italy"
Chiesa del Calvario,"Sicily, Italy"
Red Royale Casino Taormina,"Sicily, Italy"
Chiesa di Sant'Agata al Collegio,"Sicily, Italy"
Galleria d'Arte Contemporanea Elvira Emilia Pirrone Resso,"Sicily, Italy"
Chiesa del Santissimo Salvatore,"Sicily, Italy"
Hub Turistico Lampedusa,"Sicily, Italy"
Via Abramo Lincoln,"Sicily, Italy"
Palazzo Astuto,"Sicily, Italy"
Castello Grifeo -  Museo Regionale di Preistoria del Belice,"Sicily, Italy"
Le Piscinette di Ginostra,"Sicily, Italy"
Chiesa di S. Antonio e Convento dei Frati Minori Cappuccini,"Sicily, Italy"
Chiesa San francesco,"Sicily, Italy"
Borgata a Mare,"Sicily, Italy"
Chiesa della Santissima Annunziata,"Sicily, Italy"
Chiesa di San Giuseppe,"Sicily, Italy"
Il Castello di San Nicola L'Arena,"Sicily, Italy"
Stazione di Palermo Centrale,"Sicily, Italy"
Lido Selene,"Sicily, Italy"
Chiesa San Paolo Apostolo,"Sicily, Italy"
Nebrodi Adventure Park,"Sicily, Italy"
La Finestra Sul Mare di Tano Festa,"Sicily, Italy"
Antiquarium D. Ryolo,"Sicily, Italy"
Museo dell'Immaginario Verghiano,"Sicily, Italy"
Lido That's Amore,"Sicily, Italy"
Church of the Holy Cross,"Sicily, Italy"
Chiesa di Santa Maria del Gesù,"Sicily, Italy"
Spiaggia di Mascali,"Sicily, Italy"
Corso Vittorio Emanuele,"Sicily, Italy"
Chiesa di Maria Santissima della Catena,"Sicily, Italy"
Chiesa Sant'Agostino,"Sicily, Italy"
Centro storico,"Sicily, Italy"
Chiesa Madre,"Sicily, Italy"
"MacS, Museo Arte Contemporanea Sicilia","Sicily, Italy"
Arini e Pugliese,"Sicily, Italy"
Fontana di Proserpina,"Sicily, Italy"
Chiesa di Santa Maria degli Angeli,"Sicily, Italy"
Cattedrale della Santissima Trinita,"Sicily, Italy"
Azienda Agricola Virgona,"Sicily, Italy"
Cantina Novello,"Sicily, Italy"
Museo Garibaldino,"Sicily, Italy"
Chiesa del Purgatorio,"Sicily, Italy"
Spiaggia Sette frati,"Sicily, Italy"
gaglio vignaioli,"Sicily, Italy"
Centro Espositivo Museale Delle Tradizioni Nobiliari,"Sicily, Italy"
Chiesa Madre (Chiesa di Santa Maria Assunta),"Sicily, Italy"
Terrazzo Belvedere o Calvario,"Sicily, Italy"
Chiesa di Sant'Oliva,"Sicily, Italy"
Himera Sito Archeologico e Museo,"Sicily, Italy"
Sito Archeologico Del Parco Forza,"Sicily, Italy"
Ecomuseo del Mare Ex Deposito Locomotive Sant'Erasmo,"Sicily, Italy"
Museo Archeologico Regionale di Centuripe,"Sicily, Italy"
Villa Romana,"Sicily, Italy"
Birra Irias,"Sicily, Italy"
Sentiero Panoramico Coda di Volpe Tindari,"Sicily, Italy"
Palazzo delle Poste,"Sicily, Italy"
Chiesa di Santa Maria di Gesu,"Sicily, Italy"
Chiesa di Santa Maria di Portosalvo,"Sicily, Italy"
Beach Sibiliana Village,"Sicily, Italy"
Museo dell’Olio di Chiaramonte Gulfi,"Sicily, Italy"
Lido Azzurro Beach Resort,"Sicily, Italy"
Manganelli Palace,"Sicily, Italy"
Villa Martorana Genuardi,"Sicily, Italy"
Chiesa Madre,"Sicily, Italy"
Mulino Dell'acqua - Museo Civico Di Cianciana,"Sicily, Italy"
Chiesa del Carmine,"Sicily, Italy"
Santuario Madonna dell'Olio,"Sicily, Italy"
Chiesa Madonna delle Grazie - Maria SS. delle Grazie,"Sicily, Italy"
Monastero e Chiesa di San Carlo,"Sicily, Italy"
Centro Storico Marina Di Salina,"Sicily, Italy"
Donnafugata Cantina Randazzo Etna,"Sicily, Italy"
Chiesa di Santa Teresa alla Kalsa,"Sicily, Italy"
Chiesa di San Pietro in Panarea,"Sicily, Italy"
Ponte Calatrasi,"Sicily, Italy"
Teatro Comunale Eliodoro Sollima,"Sicily, Italy"
Liberty Lines,"Sicily, Italy"
Chiesa Evangelica Valdese,"Sicily, Italy"
Chiesa S. Francesco di Paola,"Sicily, Italy"
Piazza Olivella,"Sicily, Italy"
Parco Ecologico di Piano Collura,"Sicily, Italy"
Castello d'Alcontres,"Sicily, Italy"
Antico Borgo di Carcaci,"Sicily, Italy"
Necropoli Punica,"Sicily, Italy"
Lido Melagodo,"Sicily, Italy"
Monumento al Milite,"Sicily, Italy"
Lido Kamar,"Sicily, Italy"
Chiesa Madrice di San Cataldo,"Sicily, Italy"
Teatro Nazarena,"Sicily, Italy"
Palazzo Filangeri Cutò,"Sicily, Italy"
Chiesa degli Agonizzanti,"Sicily, Italy"
Spiaggia della Vecchia Marina,"Sicily, Italy"
Harundo Mare,"Sicily, Italy"
Chiesa di Santa Margherita,"Sicily, Italy"
Real Teatro Bellini,"Sicily, Italy"
Museo della Manna,"Sicily, Italy"
Paul-Bricius & Company,"Sicily, Italy"
Area Archeologica di Sofiana,"Sicily, Italy"
Fattoria Vassallo,"Sicily, Italy"
Cala degli Zimmari Villaggio preistorico,"Sicily, Italy"
Teatro di Verdura,"Sicily, Italy"
Le Capannine,"Sicily, Italy"
Chiesa di Santa Maria Assunta,"Sicily, Italy"
Azienda Agricola Arena,"Sicily, Italy"
Basilica Paleocristiana di San Miceli,"Sicily, Italy"
Campanile di San Giuseppe Cafasso,"Sicily, Italy"
Museo Vulcanologico,"Sicily, Italy"
Chiesa dei Santi Pietro e Paolo d'Agro,"Sicily, Italy"
Fontana Abate,"Sicily, Italy"
Pasticceria Kalinikta,"Sicily, Italy"
Baglio di Pianetto,"Sicily, Italy"
Flamingo Beach Club,"Sicily, Italy"
Tenuta Barone La Lumia,"Sicily, Italy"
Chiesa dell'Addolorata,"Sicily, Italy"
Porta Nuova,"Sicily, Italy"
Chiesa di San Bartolo,"Sicily, Italy"
Ufficio Informazioni Turistiche,"Sicily, Italy"
Chiesa di San Domenico e relativo Convento,"Sicily, Italy"
Lido Puerto Escondido,"Sicily, Italy"
Chiesa di San Bartolomeo,"Sicily, Italy"
"Sito archeologico di Tindari (Patti, Me)","Sicily, Italy"
Fontana di Saturno di Trapani,"Sicily, Italy"
Museo del presepe “Le Mille e una grotta”,"Sicily, Italy"
Castello di Gagliano Castelferrato,"Sicily, Italy"
Chiesa San Girolamo,"Sicily, Italy"
Statua di Carlo V,"Sicily, Italy"
Biblioteca Comunale Francesco de Stefano,"Sicily, Italy"
Palazzo dei Musei,"Sicily, Italy"
Biblioteca Comunale Luigi Vitali,"Sicily, Italy"
Azienda Turismo di Taormina,"Sicily, Italy"
Museo Nino Cordio,"Sicily, Italy"
Castello Barresi Branciforti,"Sicily, Italy"
Eremo San Pellegrino,"Sicily, Italy"
Palazzo Sant'Elia,"Sicily, Italy"
Porta Giudecca,"Sicily, Italy"
Centro Commerciale San Giorgio,"Sicily, Italy"
Azienda Agricola Baglio Ingardia,"Sicily, Italy"
Chiesa di S.Maria dell'Odigitria,"Sicily, Italy"
Chiesa della Madonna della Scala,"Sicily, Italy"
Parrocchia San Nicolò di Bari,"Sicily, Italy"
Ruderi della Chiesa di Sant'Andrea,"Sicily, Italy"
Palazzo della Badia Vecchia - Museo archeologico di Taormina,"Sicily, Italy"
Sporting Village,"Sicily, Italy"
Chiesa e Convento del Carmine,"Sicily, Italy"
Porto Marina,"Sicily, Italy"
Monumento ai Dispersi Vittime del Mare,"Sicily, Italy"
Cala Bue Marino,"Sicily, Italy"
Castello di Calatubo,"Sicily, Italy"
Parrocchia S. Vito Martire,"Sicily, Italy"
Palazzo Zappata di San Floro,"Sicily, Italy"
Ipogeo di Crispia Salvia,"Sicily, Italy"
Prefettura di Palermo,"Sicily, Italy"
Palazzo della Giudecca,"Sicily, Italy"
Chiesa del Sacro Cuore,"Sicily, Italy"
New Mercatino dell' Usato,"Sicily, Italy"
Bagno 64 Marina Beach,"Sicily, Italy"
Arab Necropolis,"Sicily, Italy"
Area Archeologica E Antiquarium Eraclea Minoa,"Sicily, Italy"
Chiesa Arabo Normanna dei Santi Pietro e Paolo,"Sicily, Italy"
Palazzo Modica di San Giovanni - Nicolaci - Raeli,"Sicily, Italy"
Museo Etnoantropologico,"Sicily, Italy"
Museo Didattico di Storia Naturale,"Sicily, Italy"
Chiesa di San Leonardo,"Sicily, Italy"
Torre del Capo San Marco,"Sicily, Italy"
Museo del Carretto Siciliano,"Sicily, Italy"
Carizza - Sicily Beach Relax,"Sicily, Italy"
Chiesa di Santa Maria La Nova,"Sicily, Italy"
Chiesa di Sant'Atanasio,"Sicily, Italy"
Museo del Mare,"Sicily, Italy"
Solidea Azienda Agricola,"Sicily, Italy"
Castello di Misilmeri o Castello dell'Emiro,"Sicily, Italy"
Chiesa di San Giorgio dei Genovesi,"Sicily, Italy"
Museo Archeologico delle Pelagie,"Sicily, Italy"
Progetto S.E.P.I.A.,"Sicily, Italy"
Presepe Vivente,"Sicily, Italy"
Palazzo Di Rudinì,"Sicily, Italy"
Tempio di Afrodite,"Sicily, Italy"
Piazza della Vittoria,"Sicily, Italy"
Radiotelescopio di Noto,"Sicily, Italy"
Cimitero Vecchio,"Sicily, Italy"
Palazzo Beneventano,"Sicily, Italy"
Mems - Museo di Erice La Montagna del Signore,"Sicily, Italy"
Societa Agricola Marabino,"Sicily, Italy"
Chiesa di San Nicolò Regale,"Sicily, Italy"
Museo della 500 di Calascibetta,"Sicily, Italy"
Grotta dei Lamponi,"Sicily, Italy"
Castello Rufo Ruffo,"Sicily, Italy"
Chiesa Maria SS Annunziata e San Nicolo,"Sicily, Italy"
Real Teatro di Santa Cecilia,"Sicily, Italy"
Chiesa di San Sebastiano,"Sicily, Italy"
Chiesa di San Tommaso,"Sicily, Italy"
Isolotto,"Sicily, Italy"
Castello di Federico II,"Sicily, Italy"
Chiesa di San Giuseppe,"Sicily, Italy"
Ex Chiesa del Carmine di Taormina,"Sicily, Italy"
Caseificio Mandra di Mezzo,"Sicily, Italy"
Casa Museo Giovanni Verga,"Sicily, Italy"
Basilica di San Sebastiano,"Sicily, Italy"
Ex Chiesa S. Michele Arcangelo di Taormina,"Sicily, Italy"
Museo della Civilta Contadina Iblea,"Sicily, Italy"
Basilica Paleocristiana di San Giovanni,"Sicily, Italy"
Chiesa di Santa Rosalia,"Sicily, Italy"
Lido Le Piscine Romane,"Sicily, Italy"
Treno Museo di Villarosa,"Sicily, Italy"
Chiesa della Santissima Annunziata,"Sicily, Italy"
Santuario Maria Santissima della Catena,"Sicily, Italy"
Arena delle Rose,"Sicily, Italy"
Chiesa di San Placido,"Sicily, Italy"
Palazzo di Giustizia,"Sicily, Italy"
Spiaggia di Cannitello,"Sicily, Italy"
Area Archeologica Eloro,"Sicily, Italy"
Chiesa di San Giuseppe,"Sicily, Italy"
Chiosco Ribaudo di Ernesto Basile,"Sicily, Italy"
Club13 Beach,"Sicily, Italy"
La Spiaggetta,"Sicily, Italy"
Fischetti,"Sicily, Italy"
Lido Le Nereidi,"Sicily, Italy"
Ustica Lines,"Sicily, Italy"
Sorgente del Gabriele,"Sicily, Italy"
Chiesa del Carmine di Messina,"Sicily, Italy"
Chiesa di Sant'Antonio Abate,"Sicily, Italy"
Torre Sorello,"Sicily, Italy"
Casa di Paolo,"Sicily, Italy"
Porta Spagnola,"Sicily, Italy"
Punta Lunga,"Sicily, Italy"
Parco Forestale Canalazzo,"Sicily, Italy"
Metropolitana di Catania,"Sicily, Italy"
Museo di Storia Naturale e Arte Mineraria,"Sicily, Italy"
Chiesa di San Nicola,"Sicily, Italy"
Pizzo Sella Art Village,"Sicily, Italy"
Norman Castle,"Sicily, Italy"
Santuario Diocesano San Paolino,"Sicily, Italy"
Castello di Caltavuturo,"Sicily, Italy"
Biblioteca Comunale F. Scavo,"Sicily, Italy"
Grotta di San Teodoro,"Sicily, Italy"
Museo Civico Franco Libero Belgiorno,"Sicily, Italy"
Chiesa Sant'Agata la Vetere,"Sicily, Italy"
Oratorio dell'Immacolatella,"Sicily, Italy"
Palazzo Trigona della Floresta,"Sicily, Italy"
Chiesa del Purgatorio (sec.XVII),"Sicily, Italy"
Parco di Montelungo,"Sicily, Italy"
Chiesa dei Padri Cappuccini,"Sicily, Italy"
Chiesa di San Francesco di Paola,"Sicily, Italy"
Santuario dell'Annunziata,"Sicily, Italy"
Museo di Arte Sacra,"Sicily, Italy"
Duomo (Agrigento),"Sicily, Italy"
Chiesa di Maria Santissima Annunziata,"Sicily, Italy"
Chiesa di San Francesco d'Assisi all'Immacolata,"Sicily, Italy"
Pizzo Belvedere,"Sicily, Italy"
Riserva Orientata della Foce del Belice,"Sicily, Italy"
Chiesa di San Gaetano,"Sicily, Italy"
Parrocchia Basilica Maria SS Annunziata,"Sicily, Italy"
Banana Beach,"Sicily, Italy"
Chiesa del Carmine,"Sicily, Italy"
Museo Naturalistico Petagna,"Sicily, Italy"
Museo archeologico Salvatore Lauricella,"Sicily, Italy"
Basilica Cattedrale San Bartolomeo,"Sicily, Italy"
Museo Civico Belliniano,"Sicily, Italy"
Faro Di Lingua,"Sicily, Italy"
La Chiesa Madre,"Sicily, Italy"
Cantieri Zeta,"Sicily, Italy"
La Cappella del Rosario,"Sicily, Italy"
Muro delle Cattive,"Sicily, Italy"
Punto Caldo,"Sicily, Italy"
Chiesa del Carmine,"Sicily, Italy"
Duomo San Nicola di Bari,"Sicily, Italy"
Museo Diocesano di Mazara del Vallo,"Sicily, Italy"
Antiche Tradizioni,"Sicily, Italy"
Chiesa Santissimo Crocifisso,"Sicily, Italy"
Palazzo Costantino,"Sicily, Italy"
Duomo di Castroreale,"Sicily, Italy"
Parrocchia N. S. G. Cristo Re,"Sicily, Italy"
"Museo Archeologico ""Santi Furnari""","Sicily, Italy"
Samsara,"Sicily, Italy"
Palazzo Fici,"Sicily, Italy"
Chiesa di San Sebastiano,"Sicily, Italy"
Chiesa di Sant'Anna la Misericordia,"Sicily, Italy"
Absolute Beach,"Sicily, Italy"
Santuario Diocesano Santa Maria della Catena,"Sicily, Italy"
Marco De Bartoli - Bukkuram,"Sicily, Italy"
Arco Normanno,"Sicily, Italy"
"Tempio Di Cibele ""Santoni""","Sicily, Italy"
Chiesa Santo Stefano Protomartire,"Sicily, Italy"
Museo Civico,"Sicily, Italy"
Villa Comunale,"Sicily, Italy"
Villa Comunale o Giardino della Vittoria,"Sicily, Italy"
Bosco D’Arcudaci,"Sicily, Italy"
La Cupola Rosata,"Sicily, Italy"
Mozia Imbarcadero Storico,"Sicily, Italy"
Villa del Paradiso,"Sicily, Italy"
Chiesa di San Francesco d'Assisi,"Sicily, Italy"
Palazzo d'Orléans,"Sicily, Italy"
Palazzo Costa Grimaldi,"Sicily, Italy"
Tenuta Rapitala Winery,"Sicily, Italy"
Necropoli Anguilla,"Sicily, Italy"
Borgo Cascino,"Sicily, Italy"
Palazzo Ex Convitto Pignatelli Roviano,"Sicily, Italy"
Ex Chiesa di Sant'Ignazio,"Sicily, Italy"
Parrocchia Di San Michele Arcangelo,"Sicily, Italy"
Chiesa di Santa Maria del Carmine,"Sicily, Italy"
Lido Sole Rosso,"Sicily, Italy"
"Mura, Bastione e Porta Carini","Sicily, Italy"
Monte Guastanella,"Sicily, Italy"
Centro Storico,"Sicily, Italy"
Centro Commerciale Belicitta,"Sicily, Italy"
Piano Quartiere,"Sicily, Italy"
Lido Malibu,"Sicily, Italy"
Agriculturale Terra di Santo Stefano,"Sicily, Italy"
Confraternita Santa Maria dell'Itria dei Cocchieri,"Sicily, Italy"
Chiesa di San Gerlando,"Sicily, Italy"
Chiesa dell'Immacolata Concezione,"Sicily, Italy"
Ex Convento dei Benedettini,"Sicily, Italy"
Ponte Costanzo,"Sicily, Italy"
Palazzo Alliata di Pietratagliata,"Sicily, Italy"
Chiesa di San Pietro,"Sicily, Italy"
Convento Santuario di Sant'Antonio di Padova,"Sicily, Italy"
Casa-Museo del Beato Giuseppe Puglisi,"Sicily, Italy"
Chiesa di Santo Spirito o dei Vespri,"Sicily, Italy"
Via Roma,"Sicily, Italy"
Museo Medico Tommaso Campailla,"Sicily, Italy"
Chiesa di Sant'Agostino,"Sicily, Italy"
Villa Cavallotti,"Sicily, Italy"
I Bevai,"Sicily, Italy"
Palazzo Rotulo Sec.XVIII,"Sicily, Italy"
Grotta dei Beati Paoli,"Sicily, Italy"
Chiesa Anime Sante del Purgatorio,"Sicily, Italy"
Duomo Basilica Minore Barcellona Pozzo di Gotto,"Sicily, Italy"
Palazzo La Rocca,"Sicily, Italy"
Monte Immacolata,"Sicily, Italy"
